"id","study_id","user","comments","submitted_date","last_updated","type","exclusion_reason","exclusion"
"555","161","SN","this seems to be rather a comparison of acute interventions without pre-values. I.e. sole is compared with no-sole, but no pre-measures are available for both.","2025-03-27 11:08:24","2025-03-27 11:08:24","fulltext","No pre-post design","1"
"556","163","SN",,"2025-03-27 11:09:47","2025-03-27 11:09:47","fulltext",NULL,"0"
"557","164","SN","rather a nutrition intervention for exercise than direct exercise intervention, but for me enough to fulfill the criterion","2025-03-27 11:12:09","2025-03-27 11:14:02","fulltext",NULL,"0"
"558","165","SN",,"2025-03-27 11:13:12","2025-03-27 11:13:12","fulltext",NULL,"0"
"559","170","SN",,"2025-03-27 11:15:19","2025-03-27 11:15:19","fulltext",NULL,"0"
"560","172","SN",,"2025-03-27 11:18:59","2025-03-27 11:18:59","fulltext",NULL,"0"
"561","177","SN",,"2025-03-27 11:19:48","2025-03-27 11:19:48","fulltext",NULL,"0"
"562","179","SN",,"2025-03-27 11:20:54","2025-03-27 11:20:54","fulltext",NULL,"0"
"563","180","SN",,"2025-03-27 11:23:09","2025-03-27 11:23:09","fulltext",NULL,"0"
"564","181","SN","not really clear how baseline data was dealt with, but the design should match pre-post","2025-03-27 11:25:31","2025-03-27 11:25:31","fulltext",NULL,"0"
"565","182","SN","should match design, but group comparison is not directly given as this is a NMA","2025-03-27 11:27:35","2025-03-27 11:27:35","fulltext",NULL,"0"
"566","183","SN","to me it seems like not pre-values are available. The MA deals with acute interventions (also not directly exercise but exposure to coldness), some seem to be cross-over, some parallel trend, but there is not a single mention that all have baseline values, so I would not consider this a pre-post design","2025-03-27 11:32:48","2025-03-27 11:32:48","fulltext","No pre-post design","1"
"567","184","SN",,"2025-03-27 11:33:35","2025-03-27 11:33:35","fulltext",NULL,"0"
"568","186","SN",,"2025-03-27 11:35:45","2025-03-27 11:35:45","fulltext",NULL,"0"
"569","189","SN","primary outcome is mortality, and there seem to be no baseline values of mortality, so this cannot considered a pre-post design","2025-03-27 11:38:43","2025-03-27 11:38:43","fulltext","No pre-post design","1"
"570","190","SN",,"2025-03-27 11:40:48","2025-03-27 11:40:48","fulltext",NULL,"0"
"571","192","SN",,"2025-03-27 11:41:48","2025-03-27 11:41:48","fulltext",NULL,"0"
"572","193","SN",,"2025-03-27 11:43:16","2025-03-27 11:43:16","fulltext",NULL,"0"
"573","197","SN",,"2025-03-27 11:45:18","2025-03-27 11:45:18","fulltext",NULL,"0"
"574","200","SN","should match the design, although it is not completely clear","2025-03-27 11:47:07","2025-03-27 11:47:07","fulltext",NULL,"0"
"575","201","SN","The MA deals with the effect of mindfulness-based interventions on mental health in (former) elite athletes. So neither the intervention nor the outcome is exercise, only the study population is/was exercising. This is a case where I would not consider it as an exercise intervention","2025-03-27 11:49:57","2025-03-27 11:49:57","fulltext","No exercise intervention","1"
"576","202","SN",,"2025-03-27 11:50:49","2025-03-27 11:50:49","fulltext",NULL,"0"
"577","203","SN","I cannot really find a group comparison. ES are within group and then a meta-regression is performed.","2025-03-27 14:06:40","2025-03-27 14:06:40","fulltext","No group comparison","1"
"578","204","SN","only within group analysis: &quot;Most studies did not include a no-exercise control, and so intervention
group–only effect sizes were used for primary analyses. &quot;","2025-03-27 14:09:10","2025-03-27 14:09:10","fulltext","No group comparison","1"
"579","209","SN",,"2025-03-27 14:11:14","2025-03-27 14:11:14","fulltext",NULL,"0"
"580","53","TS",,"2025-03-30 05:37:31","2025-03-30 05:37:31","abstract",NULL,"0"
"581","54","TS",,"2025-03-30 05:38:31","2025-03-30 05:38:31","abstract","No pre-post design","1"
"582","66","TS",,"2025-03-30 05:40:27","2025-03-30 05:40:27","abstract",NULL,"0"
"583","73","TS",,"2025-03-30 05:42:09","2025-03-30 05:42:09","abstract","No group comparison","1"
"584","78","TS",,"2025-03-30 05:44:41","2025-03-30 05:44:41","abstract","No group comparison","1"
"585","88","TS",,"2025-03-30 05:48:29","2025-03-30 05:48:29","abstract","No group comparison","1"
"586","89","TS",,"2025-03-30 05:49:21","2025-03-30 05:49:21","abstract",NULL,"0"
"587","98","TS",,"2025-03-30 05:50:51","2025-03-30 05:50:51","abstract","No group comparison","1"
"588","99","TS",,"2025-03-30 05:51:24","2025-03-30 05:51:24","abstract",NULL,"0"
"589","107","TS",,"2025-03-30 05:52:26","2025-03-30 05:52:26","abstract",NULL,"0"
"590","110","TS",,"2025-03-30 05:54:28","2025-03-30 05:54:28","abstract","No pre-post design","1"
"591","115","TS",,"2025-03-30 05:57:46","2025-03-30 05:57:46","abstract","No pre-post design","1"
"592","118","TS",,"2025-03-30 05:59:50","2025-03-30 05:59:50","abstract",NULL,"0"
"593","118","TS",,"2025-03-30 06:06:25","2025-03-30 06:06:25","fulltext","No pre-post design","1"
"594","36","TS",,"2025-03-30 06:11:27","2025-03-30 06:11:27","fulltext",NULL,"0"
"595","38","TS",,"2025-03-30 06:13:34","2025-03-30 06:13:34","fulltext",NULL,"0"
"596","39","TS",,"2025-03-30 06:17:51","2025-03-30 06:17:51","fulltext",NULL,"0"
"597","40","TS",,"2025-03-30 06:27:05","2025-03-30 06:27:05","fulltext",NULL,"0"
"598","53","SN","Neither the intervention (photobiomodulation) nor the outcome (pain) are directly related to exercise. Only the study population was (injured) athletes. For me this is not enough for the MA to be considered an exercise intervention MA","2025-03-31 10:11:06","2025-03-31 10:11:06","fulltext","No exercise intervention","1"
"599","66","SN","there seems to be no pre-data (or at least it is not required to be included in the MA).","2025-03-31 10:13:18","2025-03-31 10:13:18","fulltext","No pre-post design","1"
"600","89","SN","more a nutritional intervention with exercise performance as the outcome. But for me this fits the scope","2025-03-31 10:14:39","2025-03-31 10:14:39","fulltext",NULL,"0"
"601","99","SN","since length of hospital stay is the outcome, there is no pre-post design here","2025-03-31 10:16:18","2025-03-31 10:16:18","fulltext","No pre-post design","1"
"602","107","SN","exercise is the outcome, not the intervention. But as I interpret our guidelines this is enough to include the MA","2025-03-31 10:19:03","2025-03-31 10:19:03","fulltext",NULL,"0"
"603","118","SN","Seems to be crossover but not pre-post","2025-03-31 10:21:04","2025-03-31 10:21:04","fulltext","No pre-post design","1"
"604","123","RR",,"2025-03-31 15:45:10","2025-03-31 15:45:10","abstract","No pre-post design","1"
"605","135","RR",,"2025-03-31 15:46:40","2025-03-31 15:46:40","abstract","No pre-post design","1"
"606","142","RR",,"2025-03-31 15:49:42","2025-03-31 15:49:42","abstract",NULL,"0"
"607","147","RR",,"2025-03-31 15:50:48","2025-03-31 15:50:48","abstract","No group comparison","1"
"608","156","RR",,"2025-03-31 15:52:11","2025-03-31 15:52:11","abstract","No pre-post design","1"
"609","166","RR",,"2025-03-31 15:53:07","2025-03-31 15:53:07","abstract","No pre-post design","1"
"610","174","RR",,"2025-03-31 15:54:29","2025-03-31 15:54:29","abstract","No pre-post design","1"
"611","125","RR",,"2025-03-31 16:32:42","2025-03-31 16:32:42","abstract",NULL,"0"
"612","141","RR",,"2025-03-31 16:34:36","2025-03-31 16:34:36","abstract","No group comparison","1"
"613","146","RR",,"2025-03-31 16:37:06","2025-03-31 16:37:06","abstract","No group comparison","1"
"614","150","RR",,"2025-03-31 16:37:44","2025-03-31 16:37:44","abstract","No pre-post design","1"
"615","162","RR",,"2025-03-31 16:38:32","2025-03-31 16:38:32","abstract","No pre-post design","1"
"616","169","RR",,"2025-03-31 16:39:15","2025-03-31 16:39:15","abstract","No pre-post design","1"
"617","178","RR",,"2025-03-31 16:39:55","2025-03-31 16:39:55","abstract",NULL,"0"
"618","194","RR",,"2025-03-31 16:40:28","2025-03-31 16:40:28","abstract",NULL,"0"
"619","196","RR",,"2025-03-31 16:41:20","2025-03-31 16:41:20","abstract","No pre-post design","1"
"620","198","RR",,"2025-03-31 16:42:25","2025-03-31 16:42:25","abstract",NULL,"0"
"621","205","RR",,"2025-03-31 16:43:57","2025-03-31 16:43:57","abstract","No pre-post design","1"
"622","206","RR",,"2025-03-31 16:45:55","2025-03-31 16:45:55","abstract","No pre-post design","1"
"623","208","RR",,"2025-03-31 16:46:43","2025-03-31 16:46:43","abstract",NULL,"0"
"624","16","RR",,"2025-03-31 22:21:53","2025-03-31 22:21:53","fulltext","No exercise intervention","1"
"625","33","RR",,"2025-04-01 13:55:33","2025-04-01 13:55:33","fulltext","No pre-post design","1"
"626","41","RR",,"2025-04-01 13:58:24","2025-04-01 13:58:24","fulltext",NULL,"0"
"627","42","RR",,"2025-04-01 14:03:15","2025-04-01 14:03:15","fulltext",NULL,"0"
"628","43","RR",,"2025-04-01 14:04:35","2025-04-01 14:04:35","fulltext",NULL,"0"
"629","44","RR",,"2025-04-01 14:06:25","2025-04-01 14:06:25","fulltext",NULL,"0"
"630","45","RR",,"2025-04-01 14:10:04","2025-04-01 14:10:04","fulltext",NULL,"0"
"631","46","RR",,"2025-04-01 14:11:21","2025-04-01 14:11:21","fulltext","No pre-post design","1"
"632","47","RR",,"2025-04-01 14:13:43","2025-04-01 14:13:43","fulltext",NULL,"0"
"633","49","RR",,"2025-04-01 14:14:46","2025-04-01 14:14:46","fulltext",NULL,"0"
"634","50","RR",,"2025-04-01 14:17:20","2025-04-01 14:17:20","fulltext","No pre-post design","1"
"635","51","RR",,"2025-04-01 14:18:30","2025-04-01 14:18:30","fulltext",NULL,"0"
"636","52","RR",,"2025-04-01 14:19:26","2025-04-01 14:19:26","fulltext",NULL,"0"
"637","53","RR",,"2025-04-01 14:21:57","2025-04-01 14:21:57","fulltext",NULL,"0"
"638","55","RR",,"2025-04-01 14:22:32","2025-04-01 14:22:32","fulltext",NULL,"0"
"639","56","RR",,"2025-04-01 14:23:04","2025-04-01 14:23:04","fulltext",NULL,"0"
"640","58","RR",,"2025-04-01 14:25:13","2025-04-01 14:25:13","fulltext",NULL,"0"
"641","60","RR",,"2025-04-01 14:29:24","2025-04-01 14:29:24","fulltext",NULL,"0"
"642","61","RR",,"2025-04-01 14:30:29","2025-04-01 14:30:29","fulltext",NULL,"0"
"643","62","RR",,"2025-04-01 14:31:41","2025-04-01 14:31:41","fulltext",NULL,"0"
"644","63","RR",,"2025-04-01 14:35:04","2025-04-01 14:35:04","fulltext",NULL,"0"
"645","125","SN","The outcome is not directly exercise related and the intervention neither (only stretching as one of several non-pharmocological treatments could be considered exercise). So in my view this is not exercise intervention.","2025-04-01 15:49:02","2025-04-01 15:49:02","fulltext","No exercise intervention","1"
"646","142","SN","the outcome is days to symptom recovery, so there is only a single timepoint of measurement","2025-04-01 15:51:51","2025-04-01 15:51:51","fulltext","No pre-post design","1"
"647","64","RR",,"2025-04-01 15:52:37","2025-04-01 15:52:37","fulltext",NULL,"0"
"648","65","RR",,"2025-04-01 15:53:18","2025-04-01 15:53:18","fulltext",NULL,"0"
"649","178","SN","seems like most of the included studies are crossover trial with two points of measurement (the two conditions preconditioning vs control), but no pre-measurements","2025-04-01 15:55:05","2025-04-01 15:55:05","fulltext","No pre-post design","1"
"650","66","RR",,"2025-04-01 15:55:58","2025-04-01 15:55:58","fulltext","No pre-post design","1"
"651","194","SN","From my reading, most studies included have no pre-post design but just one time point of measurement","2025-04-01 15:58:20","2025-04-01 15:58:20","fulltext",NULL,"0"
"652","198","SN","only within group comparisons (time course analysis), no between group analysis","2025-04-01 16:06:22","2025-04-01 16:06:22","fulltext","No group comparison","1"
"653","208","SN",,"2025-04-01 16:08:36","2025-04-01 16:08:36","fulltext","No group comparison","1"
"654","68","RR",,"2025-04-02 09:52:20","2025-04-02 09:52:20","fulltext",NULL,"0"
"655","75","RR",,"2025-04-02 09:53:18","2025-04-02 09:53:18","fulltext",NULL,"0"
"656","77","RR",,"2025-04-02 09:54:18","2025-04-02 09:54:18","fulltext","No pre-post design","1"
"657","79","RR",,"2025-04-02 09:54:57","2025-04-02 09:54:57","fulltext",NULL,"0"
"658","80","RR",,"2025-04-02 09:55:43","2025-04-02 09:55:43","fulltext",NULL,"0"
"659","82","RR",,"2025-04-02 09:57:13","2025-04-02 09:57:13","fulltext","No pre-post design","1"
"660","83","RR",,"2025-04-02 09:59:12","2025-04-02 09:59:12","fulltext","No group comparison","1"
"661","85","RR",,"2025-04-02 10:01:00","2025-04-02 10:01:00","fulltext","No pre-post design","1"
"662","86","RR",,"2025-04-02 10:02:38","2025-04-02 10:02:38","fulltext",NULL,"0"
"663","87","RR",,"2025-04-02 10:08:53","2025-04-02 10:08:53","fulltext","No pre-post design","1"
"664","89","RR",,"2025-04-02 10:10:18","2025-04-02 10:10:18","fulltext",NULL,"0"
"665","90","RR",,"2025-04-02 10:13:16","2025-04-02 10:13:16","fulltext",NULL,"0"
"666","92","RR",,"2025-04-02 13:46:36","2025-04-02 13:46:36","fulltext",NULL,"0"
"667","95","RR",,"2025-04-02 13:47:19","2025-04-02 13:47:19","fulltext",NULL,"0"
"668","96","RR",,"2025-04-02 13:48:05","2025-04-02 13:48:05","fulltext",NULL,"0"
"669","97","RR",,"2025-04-02 13:49:11","2025-04-02 13:49:11","fulltext",NULL,"0"
"670","99","RR",,"2025-04-02 13:49:58","2025-04-02 13:49:58","fulltext","No pre-post design","1"
"671","101","RR",,"2025-04-02 13:51:15","2025-04-02 13:51:15","fulltext",NULL,"0"
"672","102","RR",,"2025-04-02 13:56:46","2025-04-02 13:56:46","fulltext",NULL,"0"
"673","103","RR",,"2025-04-02 13:58:18","2025-04-02 13:58:18","fulltext","No pre-post design","1"
"674","104","RR",,"2025-04-02 14:17:21","2025-04-02 14:17:21","fulltext",NULL,"0"
"675","105","RR",,"2025-04-02 14:19:50","2025-04-02 14:19:50","fulltext",NULL,"0"
"676","106","RR",,"2025-04-02 14:21:16","2025-04-02 14:21:16","fulltext","No pre-post design","1"
"677","107","RR",,"2025-04-02 14:22:13","2025-04-02 14:22:13","fulltext",NULL,"0"
"678","109","RR",,"2025-04-02 14:24:45","2025-04-02 14:24:45","fulltext","No pre-post design","1"
"679","111","RR",,"2025-04-02 14:26:43","2025-04-02 14:26:43","fulltext",NULL,"0"
"680","113","RR",,"2025-04-02 14:27:53","2025-04-02 14:27:53","fulltext",NULL,"0"
"681","114","RR",,"2025-04-02 14:31:07","2025-04-02 14:31:07","fulltext",NULL,"0"
"682","117","RR",,"2025-04-02 14:37:55","2025-04-02 14:37:55","fulltext",NULL,"0"
"683","119","RR",,"2025-04-02 14:51:45","2025-04-02 14:51:45","fulltext",NULL,"0"
"684","120","RR",,"2025-04-02 14:52:23","2025-04-02 14:52:23","fulltext",NULL,"0"
"685","122","RR",,"2025-04-02 14:53:50","2025-04-02 14:53:50","fulltext","No pre-post design","1"
"686","125","RR",,"2025-04-02 14:55:32","2025-04-02 14:55:32","fulltext","No pre-post design","1"
"687","126","RR",,"2025-04-02 14:56:17","2025-04-02 14:56:17","fulltext",NULL,"0"
"688","128","RR",,"2025-04-02 21:11:19","2025-04-02 21:11:19","fulltext",NULL,"0"
"689","129","RR",,"2025-04-02 21:11:56","2025-04-02 21:11:56","fulltext",NULL,"0"
"690","131","RR",,"2025-04-02 21:14:17","2025-04-02 21:14:17","fulltext",NULL,"0"
"691","132","RR",,"2025-04-02 21:15:18","2025-04-02 21:15:18","fulltext","No pre-post design","1"
"692","134","RR",,"2025-04-02 21:15:56","2025-04-02 21:15:56","fulltext",NULL,"0"
"693","136","RR",,"2025-04-02 21:16:56","2025-04-02 21:16:56","fulltext",NULL,"0"
"694","137","RR",,"2025-04-02 21:17:54","2025-04-02 21:17:54","fulltext",NULL,"0"
"695","139","RR",,"2025-04-02 21:20:53","2025-04-02 21:20:53","fulltext",NULL,"0"
"696","140","RR",,"2025-04-02 21:24:46","2025-04-02 21:24:46","fulltext",NULL,"0"
"697","142","RR",,"2025-04-02 21:27:58","2025-04-02 21:27:58","fulltext","No pre-post design","1"
"698","144","RR",,"2025-04-03 11:36:00","2025-04-03 11:36:00","fulltext","No pre-post design","1"
"699","145","RR",,"2025-04-03 11:37:23","2025-04-03 11:37:23","fulltext","No pre-post design","1"
"700","148","RR",,"2025-04-03 11:38:02","2025-04-03 11:38:02","fulltext",NULL,"0"
"701","149","RR",,"2025-04-03 11:40:13","2025-04-03 11:40:13","fulltext",NULL,"0"
"702","151","RR",,"2025-04-03 11:41:04","2025-04-03 11:41:04","fulltext",NULL,"0"
"703","152","RR",,"2025-04-03 11:43:57","2025-04-03 11:43:57","fulltext","No pre-post design","1"
"704","153","RR",,"2025-04-03 11:44:53","2025-04-03 11:44:53","fulltext",NULL,"0"
"705","157","RR",,"2025-04-03 11:45:38","2025-04-03 11:45:38","fulltext",NULL,"0"
"706","158","RR",,"2025-04-03 11:46:37","2025-04-03 11:46:37","fulltext",NULL,"0"
"707","159","RR",,"2025-04-03 11:51:49","2025-04-03 11:51:49","fulltext",NULL,"0"
"708","160","RR",,"2025-04-03 21:32:06","2025-04-03 21:32:06","fulltext",NULL,"0"
"709","161","RR",,"2025-04-03 21:36:31","2025-04-03 21:36:31","fulltext","No pre-post design","1"
"710","163","RR",,"2025-04-03 21:37:05","2025-04-03 21:37:05","fulltext",NULL,"0"
"711","164","RR",,"2025-04-03 21:37:35","2025-04-03 21:37:35","fulltext",NULL,"0"
"712","165","RR",,"2025-04-03 21:38:19","2025-04-03 21:38:19","fulltext",NULL,"0"
"713","170","RR",,"2025-04-03 21:38:49","2025-04-03 21:38:49","fulltext",NULL,"0"
"714","172","RR",,"2025-04-03 21:40:43","2025-04-03 21:40:43","fulltext",NULL,"0"
"715","177","RR",,"2025-04-03 21:42:39","2025-04-03 21:42:39","fulltext",NULL,"0"
"716","178","RR",,"2025-04-03 21:43:52","2025-04-03 21:43:52","fulltext",NULL,"0"
"717","179","RR",,"2025-04-03 21:44:25","2025-04-03 21:44:25","fulltext",NULL,"0"
"718","180","RR",,"2025-04-03 21:45:42","2025-04-03 21:45:42","fulltext",NULL,"0"
"719","44","TS",,"2025-04-04 18:12:36","2025-04-04 18:12:36","fulltext","No group comparison","1"
"720","50","TS",,"2025-04-04 18:19:08","2025-04-04 18:19:08","fulltext",NULL,"0"
"721","53","TS",,"2025-04-04 18:24:09","2025-04-04 18:24:09","fulltext",NULL,"0"
"722","60","TS",,"2025-04-04 18:26:00","2025-04-04 18:26:00","fulltext","No group comparison","1"
"723","77","TS","just 1 &quot;measurement&quot; point post intervention - ACL: yes / no","2025-04-04 18:32:54","2025-04-04 18:32:54","fulltext","No pre-post design","1"
"724","85","TS",,"2025-04-04 18:43:04","2025-04-04 18:43:04","fulltext",NULL,"0"
"725","87","TS","forest plots in supplemental material","2025-04-04 18:45:14","2025-04-04 18:45:14","fulltext",NULL,"0"
"726","97","TS","just within-group comparison of pre-post-tests","2025-04-04 18:56:25","2025-04-04 18:56:25","fulltext","No group comparison","1"
"727","109","TS",,"2025-04-04 19:15:58","2025-04-04 19:15:58","fulltext",NULL,"0"
"728","111","TS",,"2025-04-04 19:21:43","2025-04-04 19:21:43","fulltext","No group comparison","1"
"729","114","TS",,"2025-04-04 19:35:34","2025-04-04 19:35:34","fulltext","No group comparison","1"
"730","122","TS",,"2025-04-04 19:38:59","2025-04-04 19:38:59","fulltext",NULL,"0"
"731","132","TS",,"2025-04-04 19:49:47","2025-04-04 19:49:47","fulltext","No group comparison","1"
"732","145","TS",,"2025-04-04 19:52:02","2025-04-04 19:52:02","fulltext",NULL,"0"
"733","151","TS",,"2025-04-04 20:02:01","2025-04-04 20:02:01","fulltext","No group comparison","1"
"734","152","TS",,"2025-04-04 20:06:51","2025-04-04 20:06:51","fulltext",NULL,"0"
"735","178","TS",,"2025-04-04 20:16:15","2025-04-04 20:16:15","fulltext",NULL,"0"
"736","181","OQ",,"2025-04-04 21:51:23","2025-04-04 21:51:23","fulltext","No group comparison","1"
"737","182","OQ","Network meta-analysis. No intervention vs. control design.","2025-04-04 21:52:54","2025-04-04 21:52:54","fulltext","No group comparison","1"
"738","183","OQ",,"2025-04-04 21:53:34","2025-04-04 21:53:34","fulltext",NULL,"0"
"739","184","OQ",,"2025-04-04 21:54:39","2025-04-04 21:54:39","fulltext",NULL,"0"
"740","186","OQ",,"2025-04-04 21:55:16","2025-04-04 21:55:16","fulltext",NULL,"0"
"741","189","OQ",,"2025-04-04 22:04:29","2025-04-04 22:04:29","fulltext","No pre-post design","1"
"742","190","OQ",,"2025-04-04 22:06:05","2025-04-04 22:06:05","fulltext",NULL,"0"
"743","192","OQ",,"2025-04-04 22:06:52","2025-04-04 22:06:52","fulltext",NULL,"0"
"744","193","OQ",,"2025-04-04 22:07:20","2025-04-04 22:07:20","fulltext",NULL,"0"
"745","194","OQ",,"2025-04-04 22:08:20","2025-04-04 22:08:20","fulltext","No exercise intervention","1"
"746","197","OQ",,"2025-04-04 22:09:14","2025-04-04 22:09:14","fulltext","No group comparison","1"
"747","198","OQ","Acute responses in Pax7+","2025-04-04 22:10:16","2025-04-04 22:10:16","fulltext","No exercise intervention","1"
"748","200","OQ",,"2025-04-04 22:11:06","2025-04-04 22:11:06","fulltext","No exercise intervention","1"
"749","201","OQ",,"2025-04-04 22:12:32","2025-04-04 22:12:32","fulltext","No group comparison","1"
"750","202","OQ",,"2025-04-04 22:12:58","2025-04-04 22:12:58","fulltext",NULL,"0"
"751","203","OQ",,"2025-04-04 22:14:24","2025-04-04 22:14:24","fulltext","No group comparison","1"
"752","204","OQ",,"2025-04-04 22:15:25","2025-04-04 22:15:25","fulltext","No group comparison","1"
"753","208","OQ",,"2025-04-04 22:16:18","2025-04-04 22:16:18","fulltext","No group comparison","1"
"754","209","OQ",,"2025-04-04 22:16:51","2025-04-04 22:16:51","fulltext","No group comparison","1"
"755","181","TS",,"2025-04-05 08:31:57","2025-04-05 08:31:57","fulltext",NULL,"0"
"756","182","TS",,"2025-04-05 08:36:18","2025-04-05 08:36:18","fulltext",NULL,"0"
"757","183","TS",,"2025-04-05 08:39:02","2025-04-05 08:39:02","fulltext",NULL,"0"
"758","194","TS",,"2025-04-05 08:42:33","2025-04-05 08:42:33","fulltext","No pre-post design","1"
"759","197","TS",,"2025-04-05 08:45:25","2025-04-05 08:45:25","fulltext",NULL,"0"
"760","200","TS",,"2025-04-05 08:47:43","2025-04-05 08:47:43","fulltext",NULL,"0"
"761","209","TS",,"2025-04-05 08:51:01","2025-04-05 08:51:01","fulltext",NULL,"0"
